lot,title,priority,photo_count,photo_review_status,source_photo_url,existing_photo_findings,market_research_status,required_next_checks,historical_unverified_low_usd,historical_unverified_high_usd,researched_low_usd,researched_high_usd,researched_max_hammer_usd
18419,"Set of Snap-On wrenches, sizes 3/4"" up to 1"", and (1) set of Snap-On wrenches, sizes 7/16"" up to 5/8...",High,5,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/56516e238d5076f7e6b2/large,"About nine chrome Snap-On combination wrenches split between large SAE sizes and a smaller group are displayed. Several are dull, with moderate wear on the open jaws. Confirm every catalog-advertised size and sort into saleable SAE groupings.",Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",115,275,,,
18420,"Set of Snap-On combination box end wrenches, sizes 3/8"" up to 3/4"", and (1) combination curve Snap-O...",High,5,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/69462e41fa646ddf7b64/large,A small group of four or five Snap-On box-end/combination wrenches plus one strongly curved double-ended specialty wrench is shown. Chrome is dull but not obviously bent. Niche demand for the curved wrench; verify stamped sizes and jaw wear.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",75,175,,,
18421,"Set of Snap-On metric wrenches, size 10mm up to 19mm.",High,5,40-lot verified batch 01: contact sheet reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/c9d868350a16caeaeab1/large,"Ten-ish matching-looking metric chrome Snap-On wrenches sit in a tray with visible wear and fingerprints. Verify sizes 10–19 mm, jaw spread and any missing/duplicate piece.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",135,290,,,
18422,"Set of Snap-On combination wrenches, sizes 5/16"" up to 7/8"".",High,5,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/d747a1e8d7b859be5a55/large,"Several Snap-On SAE combination wrenches appear together with large and smaller sizes but are laid loose rather than in a matched rack. Dark used plating on parts of the set. Confirm sizes 5/16 through 7/8, matching series and no spread open-end jaws.",Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",105,245,,,
18423,"Lot of Snap-On wrenches, sizes ranging between 7/16"" and 1 1/4"".",High,5,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/8509099704ade4d5e9fe/large,"Mixed large and smaller Snap-On combination wrenches with a red organizer are photographed; some of the biggest pieces show aged, dulled chrome. Identify each stamp/size and check duplicates, damaged jaws and whether any displayed adjacent wrenches are excluded.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",140,330,,,
18424,"Lot with (2) boxes of Snap-On angle head wrenches, sizes 3/8"" up to 1 1/2"".",High,6,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/5bb61cee6fc236abaf98/large,"Two separate boxes of long angle-head Snap-On open-end wrenches are clearly photographed, many large sizes and a smaller assortment. Widespread finish wear and grime, but no gross deformation visible. Large pieces may require separate local buyers or heavier shipping.",Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",185,430,,,
18425,"Set of Snap-On ratcheting combination end wrenches, sizes 3/8"" up to 3/4"", and (1) metric 13/15mm ra...",High,5,40-lot verified batch 01: contact sheet reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/40d3d79079aed031f688/large,"Only five individual ratcheting box-end wrenches are clearly photographed, some with heavy finish loss. Reconcile photographed quantity with catalog sizes; lower ceiling until exact sizes, matching brand and mechanisms are checked.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",80,210,,,
18426,"Lot of (4) Snap-On heavy duty long wrenches, sizes 11/16"" up to 2"", lengths are 20"" up to 24"".",High,6,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/5aa7705072e97481cb9b/large,Four long chrome Snap-On combination wrenches up to two inches are isolated on a white table; finish is generally bright with moderate scuffs. Check any spread jaws and verify the four stamps/sizes because larger sizes drive most of the value.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",175,400,,,
18427,"Set of Snap-On wrenches, sizes 1 5/16"" up to 1 5/8"".",High,6,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/52fd96de8045c0f0ba9d/large,"Four extra-large Snap-On open-box combination wrenches display extensive pitting, dark oxidation and rust at ring ends. Their cosmetic and potential structural condition is much worse than 18426. Avoid assuming easy premium-brand resale without close jaw and corrosion inspection.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",65,170,,,
18428,"(1) Snap-On 1/2"" drive swivel head, dial type torque wrench, model TQFR250D, with case, and (1) Snap...",High,8,40-lot verified batch 01: contact sheet reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/65c607a31d4423a29e8e/large,"Two cased Snap-On dial-type torque wrenches are photographed, both with dial windows visible and used cases. They cannot be assumed calibrated or accurate without an appropriate test.",Not researched,"Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",145,375,,,
18429,(1) lot of Snap-On green handle screwdrivers.,High,6,40-lot verified batch 01: contact sheet reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/93158cfad368f149a73b/large,Mixed green and green/black Snap-On-handled screwdrivers photographed loose in box; handles show discoloration and shaft tips require individual inspection.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",60,145,,,
18430,(1) lot of Snap-On black handle screwdrivers.,High,6,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/29fe47271dc60ec62f97/large,"Many black-handle Snap-On screwdrivers, some stubby and extra-long, are loose in one box. Several handles and shafts show grime and heavy surface use. Inspect tip corners, blade straightness and branding rather than treating the assortment as a matched new kit.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",55,150,,,
18431,(1) set of Snap-On mini-screwdrivers with vinyl carrying case.,High,5,Batch 05: all source photographs inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/b9d1f7a896c011830506/large,Snap-On SSDE100B long screwdriver set in red roll; five handles visible and shafts show cosmetic use. Other green-handled screwdrivers in adjacent boxes have different tags and should not be counted. Check each tip and whether full original set is present.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",55,155,,,
