"lot","internal_id","title","description","category","snapshot_bid_usd","photo_count","close_utc","indicative_resale_low_usd","indicative_resale_high_usd","conditional_max_hammer_usd","risk_flags","review_note","review_status","first_photo_url","photo_review_status","photo_findings","photo_review_sheet","historical_unverified_resale_low_usd","historical_unverified_resale_high_usd","historical_unverified_max_hammer_usd","market_research_status","market_evidence_urls","market_research_notes","market_research_date_utc","priority"
"18128","1705128","(1) oxygen/acetylene torch cart set up with approx. 20' of hose, 8"" diameter solid wheels, face mask...","(1) oxygen/acetylene torch cart set up with approx. 20' of hose, 8"" diameter solid wheels, face mask, gloves, torch, and regulators, does NOT include acetylene tank, only oxygen tank.","Tires and wheels","5","5","2026-09-29T22:00:00Z","","","","Incomplete/defective per catalog; Fluids/storage","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Tall green cylinder, cart, coiled hoses, welding shield, gauges and torch are photographed; no acetylene cylinder per catalog. Hose and gauges appear aged. Verify cylinder ownership and leak-test.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/bfa1dd367cb03550efc9/large","40-lot verified batch 01: contact sheet reviewed","Tall green cylinder, cart, coiled hoses, welding shield, gauges and torch are photographed; no acetylene cylinder per catalog. Hose and gauges appear aged. Verify cylinder ownership and leak-test.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","100","270","35","Not researched","","","","Low"
"18129","1705129","(1) custom fabricated, heavy duty engine stand on wheels.","(1) custom fabricated, heavy duty engine stand on wheels.","Tires and wheels","5","6","2026-09-29T22:00:00Z","","","","Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Custom-fabricated heavy steel engine stand on three widely spaced caster-equipped legs, with large flat rotating engine-mount plate. Surface oxidation and dull paint, no major deformation evident in reduced-size images. Confirm rotation lock, welded joints, actual capacity and vehicle loading geometry.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/18ab009c91e65fb8b800/large","Batch 04: visually inspected","Custom-fabricated heavy steel engine stand on three widely spaced caster-equipped legs, with large flat rotating engine-mount plate. Surface oxidation and dull paint, no major deformation evident in reduced-size images. Confirm rotation lock, welded joints, actual capacity and vehicle loading geometry.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","80","205","30","Not researched","","","","Low"
"18130","1705130","(1) Miller Dimension 650 CC/CV/DC arc welding power source, S/N KF790082, 230/460/575V, 3 phase inpu...","(1) Miller Dimension 650 CC/CV/DC arc welding power source, S/N KF790082, 230/460/575V, 3 phase input, with built-in cart, extension arm with Miller 24V constant speed wire feeder, welding apron, additional spool, various other components, and partial roll of welding wire. Does NOT include tank.","General industrial surplus","5","11","2026-09-29T22:00:00Z","","","","Incomplete/defective per catalog; Industrial power; Fluids/storage","Verify power requirements, output, missing accessories, ownership of any cylinders and safe handling.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/77320c933d62090896af/large","Inspected (contact sheet)","Miller Dimension 650 industrial welder with separate Miller 24V wire feeder, torch/cables and tall cylinder pictured; nameplate indicates three-phase 230/460/575V input. No power-on or welding test, cylinder ownership or gas contents verified. Heavy transport, correct three-phase supply and consumable condition materially affect value.","Temporary GitHub Actions artifact; visual-review-batch-06-partial.md","","","","Not researched","","","","High"
"18131","1705131","(1) skid of assorted welding wire.","(1) skid of assorted welding wire.","General industrial surplus","5","6","2026-09-29T22:00:00Z","","","","","Verify power requirements, output, missing accessories, ownership of any cylinders and safe handling.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/6361d124050647d1b2ca/large","All originals inspected 2026-09-25 (personal-use pass)","All 6 originals viewed 2026-09-25: mixed boxed welding wire/electrodes, Lincoln L-50 marked cartons and two loose wire spools. Packaging dusty/crushed; confirm wire alloy, diameter, corrosion and whether dry storage maintained.","Temporary GitHub Actions artifact; visual-review-batch-07.md","","","","Not researched","","","","Low"
"18132","1705132","(1) Buffalo Tools extendable 3/8"" air hose reel with assorted lengths of various air hose.","(1) Buffalo Tools extendable 3/8"" air hose reel with assorted lengths of various air hose.","General shop tools","5","4","2026-09-29T22:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Buffalo Tools yellow enclosed retractable air-hose reel with large pile of older rubber air hose and metal couplers. Hose is tangled and multiple ends show dirt; check reel spring return, swivel seal leaks, cracks and coupler sizes before valuing as usable shop equipment.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/11e153156cdfd947f661/large","Batch 04: visually inspected","Buffalo Tools yellow enclosed retractable air-hose reel with large pile of older rubber air hose and metal couplers. Hose is tangled and multiple ends show dirt; check reel spring return, swivel seal leaks, cracks and coupler sizes before valuing as usable shop equipment.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","35","100","14","Not researched","","","","Medium"
"18133","1705133","(1) new Predator Engines 212 CC OHV horizontal shaft gas engine in box, unopened.","(1) new Predator Engines 212 CC OHV horizontal shaft gas engine in box, unopened.","General industrial surplus","5","5","2026-09-29T22:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Predator 212cc engine packaging is shown from four sides, somewhat dusty and scuffed. Contents and original factory seals are not independently verified; inspect box before treating as new.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/9523db230d4876fe16cc/large","40-lot verified batch 01: contact sheet reviewed","Predator 212cc engine packaging is shown from four sides, somewhat dusty and scuffed. Contents and original factory seals are not independently verified; inspect box before treating as new.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","80","145","40","Not researched","","","","Low"
"18134","1705134","Lot including (1) approx. 20 gallon capacity grease can with 4-wheel base, and a Lincoln Engineering...","Lot including (1) approx. 20 gallon capacity grease can with 4-wheel base, and a Lincoln Engineering air powered pump, and (1) 5-gallon grease dispenser with hand pump.","Tires and wheels","5","4","2026-09-29T22:00:00Z","","","","Fluids/storage","Verify power requirements, output, missing accessories, ownership of any cylinders and safe handling.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/170f3073ee3a90727ddb/large","Inspected (contact sheet)","Red wheeled pressure-lubrication/grease dispensing vessel with long hose and Kendall pail pictured. Dirty, aged hoses and fittings; pressure rating, contents and pump operation unknown. Do not pressurize before inspection.","Temporary GitHub Actions artifact; visual-review-batch-06-partial.md","","","","Not researched","","","","High"
"18135","1705135","(1) Kendall, partially full 55-gallon drum of NS-MP HYPOID gear lubricant SAE85W-140 (approx. 1/4 fu...","(1) Kendall, partially full 55-gallon drum of NS-MP HYPOID gear lubricant SAE85W-140 (approx. 1/4 full), with ARO air powered pump and grease gun.","Power and hydraulics","5","5","2026-09-29T22:00:00Z","","","","Fluids/storage","Function, leaks, motor condition and parts availability not independently verified.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/b2b3fc6a090f5a2e6dcf/large","All originals inspected 2026-09-25 (personal-use pass)","All 5 originals viewed 2026-09-25: red Kendall drum on rolling base with silver ARO air pump, hose and gauge. Drum top oily/dirty; actual gear lubricant identity, usable quantity and pump seals not visually verifiable. Avoid mixing unidentified lubricant.","Temporary GitHub Actions artifact; visual-review-batch-07.md","","","","Not researched","","","","Low"
"18136","1705136","(1) Craftsman 16-gallon capacity wet/dry vac, and (1) Master Mechanic approx. 6-gallon capacity, 1 p...","(1) Craftsman 16-gallon capacity wet/dry vac, and (1) Master Mechanic approx. 6-gallon capacity, 1 peak HP, wet/dry vac with detachable blower, assorted hoses, and parts.","General industrial surplus","5","6","2026-09-29T22:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Dust-covered Craftsman 16-gallon and smaller Master Mechanic wet/dry vacs are shown with assorted hose fittings and detachable blower unit. Many hoses are old and the accessories are mixed in a box; no motor or suction test. Check filters, bucket cracks, switches and electrical cords.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/c352c0f998cb996e6139/large","Batch 04: visually inspected","Dust-covered Craftsman 16-gallon and smaller Master Mechanic wet/dry vacs are shown with assorted hose fittings and detachable blower unit. Many hoses are old and the accessories are mixed in a box; no motor or suction test. Check filters, bucket cracks, switches and electrical cords.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","40","125","18","Not researched","","","","Low"
"18137","1705137","Lot including (1) McCulloch gas powered chain saw with 20"" bar, bar cover, engine pulls through and ...","Lot including (1) McCulloch gas powered chain saw with 20"" bar, bar cover, engine pulls through and has compression, and (1) McCulloch gas powered weed trimmer, engine pulls through and has compression, includes approx. 3-gallon capacity fuel can.","Tires and wheels","5","11","2026-09-29T22:00:00Z","","","","Fluids/storage; Safety inspection","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Long-bar older yellow McCulloch chain saw, separate yellow-shaft weed trimmer and dusty fuel can are in the photos. Both engines reportedly pull through with compression, but bar/chain and trimmer guard show heavy use. Verify fuel-system condition, cold starts, oiler and running behavior before paying functional used-tool prices.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/b989cdf2ea6819791bd8/large","Batch 04: visually inspected","Long-bar older yellow McCulloch chain saw, separate yellow-shaft weed trimmer and dusty fuel can are in the photos. Both engines reportedly pull through with compression, but bar/chain and trimmer guard show heavy use. Verify fuel-system condition, cold starts, oiler and running behavior before paying functional used-tool prices.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","75","200","28","Not researched","","","","Medium"
